"alpha","gamma","initRabbits","initFoxes","meansteps","hash"
"0.01","0.05","60","20","475.0","0.01-0.05-60-20"
"0.01","0.05","60","30","350.7","0.01-0.05-60-30"
"0.01","0.05","60","40","277.3","0.01-0.05-60-40"
"0.01","0.05","60","50","254.6","0.01-0.05-60-50"
"0.01","0.05","60","60","239.8","0.01-0.05-60-60"
"0.01","0.05","60","70","145.3","0.01-0.05-60-70"
"0.01","0.05","60","80","136.3","0.01-0.05-60-80"
"0.01","0.05","60","90","135.9","0.01-0.05-60-90"
"0.01","0.05","70","10","566.3","0.01-0.05-70-10"
"0.01","0.05","70","100","148.2","0.01-0.05-70-100"
"0.01","0.05","70","20","381.2","0.01-0.05-70-20"
"0.01","0.05","70","30","364.3","0.01-0.05-70-30"
"0.01","0.05","70","40","249.4","0.01-0.05-70-40"
"0.01","0.05","70","50","327.1","0.01-0.05-70-50"
"0.01","0.05","70","60","159.9","0.01-0.05-70-60"
"0.01","0.05","70","70","148.4","0.01-0.05-70-70"
"0.01","0.05","70","80","239.2","0.01-0.05-70-80"
"0.01","0.05","70","90","199.0","0.01-0.05-70-90"
"0.01","0.05","80","10","371.0","0.01-0.05-80-10"
"0.01","0.05","80","100","147.5","0.01-0.05-80-100"
"0.01","0.05","80","20","430.2","0.01-0.05-80-20"
"0.01","0.05","80","30","345.9","0.01-0.05-80-30"
"0.01","0.05","80","40","246.6","0.01-0.05-80-40"
"0.01","0.05","80","50","305.1","0.01-0.05-80-50"
"0.01","0.05","80","60","202.4","0.01-0.05-80-60"
"0.01","0.05","80","70","166.6","0.01-0.05-80-70"
"0.01","0.05","80","80","169.5","0.01-0.05-80-80"
"0.01","0.05","80","90","164.4","0.01-0.05-80-90"
"0.01","0.05","90","10","463.8","0.01-0.05-90-10"
"0.01","0.05","90","100","149.6","0.01-0.05-90-100"
"0.01","0.05","90","20","429.0","0.01-0.05-90-20"
"0.01","0.05","90","30","370.6","0.01-0.05-90-30"
"0.01","0.05","90","40","171.0","0.01-0.05-90-40"
"0.01","0.05","90","50","360.6","0.01-0.05-90-50"
"0.01","0.05","90","60","241.1","0.01-0.05-90-60"
"0.01","0.05","90","70","177.4","0.01-0.05-90-70"
"0.01","0.05","90","80","131.1","0.01-0.05-90-80"
"0.01","0.05","90","90","157.4","0.01-0.05-90-90"
"0.01","0.06","10","10","60.5","0.01-0.06-10-10"
"0.01","0.06","10","100","101.9","0.01-0.06-10-100"
"0.01","0.06","10","20","64.4","0.01-0.06-10-20"
"0.01","0.06","10","30","67.8","0.01-0.06-10-30"
"0.01","0.06","10","40","67.7","0.01-0.06-10-40"
"0.01","0.06","10","50","78.1","0.01-0.06-10-50"
"0.01","0.06","10","60","78.4","0.01-0.06-10-60"
"0.01","0.06","10","70","88.0","0.01-0.06-10-70"
"0.01","0.06","10","80","82.7","0.01-0.06-10-80"
"0.01","0.06","10","90","82.1","0.01-0.06-10-90"
"0.01","0.06","100","10","422.9","0.01-0.06-100-10"
"0.01","0.06","100","100","120.6","0.01-0.06-100-100"
"0.01","0.06","100","20","331.0","0.01-0.06-100-20"
"0.01","0.06","100","30","295.8","0.01-0.06-100-30"
"0.01","0.06","100","40","332.2","0.01-0.06-100-40"
"0.01","0.06","100","50","205.2","0.01-0.06-100-50"
"0.01","0.06","100","60","169.6","0.01-0.06-100-60"
"0.01","0.06","100","70","132.4","0.01-0.06-100-70"
"0.01","0.06","100","80","126.3","0.01-0.06-100-80"
"0.01","0.06","100","90","147.9","0.01-0.06-100-90"
"0.01","0.06","20","10","70.4","0.01-0.06-20-10"
"0.01","0.06","20","100","99.6","0.01-0.06-20-100"
"0.01","0.06","20","20","72.6","0.01-0.06-20-20"
"0.01","0.06","20","30","78.7","0.01-0.06-20-30"
"0.01","0.06","20","40","72.1","0.01-0.06-20-40"
"0.01","0.06","20","50","91.5","0.01-0.06-20-50"
"0.01","0.06","20","60","86.5","0.01-0.06-20-60"
"0.01","0.06","20","70","104.1","0.01-0.06-20-70"
"0.01","0.06","20","80","93.9","0.01-0.06-20-80"
"0.01","0.06","20","90","89.1","0.01-0.06-20-90"
"0.01","0.06","30","10","50.6","0.01-0.06-30-10"
"0.01","0.06","30","100","94.6","0.01-0.06-30-100"
"0.01","0.06","30","20","76.4","0.01-0.06-30-20"
"0.01","0.06","30","30","88.6","0.01-0.06-30-30"
"0.01","0.06","30","40","103.1","0.01-0.06-30-40"
"0.01","0.06","30","50","165.4","0.01-0.06-30-50"
"0.01","0.06","30","60","79.3","0.01-0.06-30-60"
"0.01","0.06","30","70","98.6","0.01-0.06-30-70"
"0.01","0.06","30","80","93.1","0.01-0.06-30-80"
"0.01","0.06","30","90","98.2","0.01-0.06-30-90"
"0.01","0.06","40","10","136.6","0.01-0.06-40-10"
"0.01","0.06","40","100","102.9","0.01-0.06-40-100"
"0.01","0.06","40","20","90.7","0.01-0.06-40-20"
"0.01","0.06","40","30","203.2","0.01-0.06-40-30"
"0.01","0.06","40","40","111.2","0.01-0.06-40-40"
"0.01","0.06","40","50","84.1","0.01-0.06-40-50"
"0.01","0.06","40","60","88.1","0.01-0.06-40-60"
"0.01","0.06","40","70","109.3","0.01-0.06-40-70"
"0.01","0.06","40","80","106.6","0.01-0.06-40-80"
"0.01","0.06","40","90","99.1","0.01-0.06-40-90"
"0.01","0.06","50","10","168.8","0.01-0.06-50-10"
"0.01","0.06","50","100","112.7","0.01-0.06-50-100"
"0.01","0.06","50","20","170.8","0.01-0.06-50-20"
"0.01","0.06","50","30","90.0","0.01-0.06-50-30"
"0.01","0.06","50","40","107.6","0.01-0.06-50-40"
"0.01","0.06","50","50","155.3","0.01-0.06-50-50"
"0.01","0.06","50","60","110.5","0.01-0.06-50-60"
"0.01","0.06","50","70","133.0","0.01-0.06-50-70"
"0.01","0.06","50","80","103.6","0.01-0.06-50-80"
"0.01","0.06","50","90","91.4","0.01-0.06-50-90"
"0.01","0.06","60","10","429.2","0.01-0.06-60-10"
"0.01","0.06","60","100","105.3","0.01-0.06-60-100"
"0.01","0.06","60","20","288.0","0.01-0.06-60-20"
"0.01","0.06","60","30","165.6","0.01-0.06-60-30"
"0.01","0.06","60","40","212.5","0.01-0.06-60-40"
"0.01","0.06","60","50","136.6","0.01-0.06-60-50"
"0.01","0.06","60","60","275.6","0.01-0.06-60-60"
"0.01","0.06","60","70","148.6","0.01-0.06-60-70"
"0.01","0.06","60","80","96.9","0.01-0.06-60-80"
"0.01","0.06","60","90","104.8","0.01-0.06-60-90"
"0.01","0.06","70","10","361.4","0.01-0.06-70-10"
"0.01","0.06","70","100","118.9","0.01-0.06-70-100"
"0.01","0.06","70","20","426.5","0.01-0.06-70-20"
"0.01","0.06","70","30","184.0","0.01-0.06-70-30"
"0.01","0.06","70","40","177.1","0.01-0.06-70-40"
"0.01","0.06","70","50","196.1","0.01-0.06-70-50"
"0.01","0.06","70","60","142.6","0.01-0.06-70-60"
"0.01","0.06","70","70","122.3","0.01-0.06-70-70"
"0.01","0.06","70","80","116.4","0.01-0.06-70-80"
"0.01","0.06","70","90","123.0","0.01-0.06-70-90"
"0.01","0.06","80","10","340.6","0.01-0.06-80-10"
"0.01","0.06","80","100","121.5","0.01-0.06-80-100"
"0.01","0.06","80","20","291.0","0.01-0.06-80-20"
"0.01","0.06","80","30","307.5","0.01-0.06-80-30"
"0.01","0.06","80","40","193.9","0.01-0.06-80-40"
"0.01","0.06","80","50","130.6","0.01-0.06-80-50"
"0.01","0.06","80","60","142.7","0.01-0.06-80-60"
"0.01","0.06","80","70","261.8","0.01-0.06-80-70"
"0.01","0.06","80","80","128.8","0.01-0.06-80-80"
"0.01","0.06","80","90","103.3","0.01-0.06-80-90"
"0.01","0.06","90","10","239.9","0.01-0.06-90-10"
"0.01","0.06","90","100","158.3","0.01-0.06-90-100"
"0.01","0.06","90","20","294.2","0.01-0.06-90-20"
"0.01","0.06","90","30","355.5","0.01-0.06-90-30"
"0.01","0.06","90","40","298.2","0.01-0.06-90-40"
"0.01","0.06","90","50","174.0","0.01-0.06-90-50"
"0.01","0.06","90","60","176.0","0.01-0.06-90-60"
"0.01","0.06","90","70","151.3","0.01-0.06-90-70"
"0.01","0.06","90","80","134.1","0.01-0.06-90-80"
"0.01","0.06","90","90","159.0","0.01-0.06-90-90"
"0.01","0.07","10","10","33.7","0.01-0.07-10-10"
"0.01","0.07","10","100","77.1","0.01-0.07-10-100"
"0.01","0.07","10","20","62.1","0.01-0.07-10-20"
"0.01","0.07","10","30","60.2","0.01-0.07-10-30"
"0.01","0.07","10","40","60.5","0.01-0.07-10-40"
"0.01","0.07","10","50","66.8","0.01-0.07-10-50"
"0.01","0.07","10","60","71.0","0.01-0.07-10-60"
"0.01","0.07","10","70","78.4","0.01-0.07-10-70"
"0.01","0.07","10","80","87.9","0.01-0.07-10-80"
"0.01","0.07","10","90","74.2","0.01-0.07-10-90"
"0.01","0.07","100","10","293.1","0.01-0.07-100-10"
"0.01","0.07","100","100","108.1","0.01-0.07-100-100"
"0.01","0.07","100","20","442.6","0.01-0.07-100-20"
"0.01","0.07","100","30","286.7","0.01-0.07-100-30"
"0.01","0.07","100","40","224.1","0.01-0.07-100-40"
"0.01","0.07","100","50","215.3","0.01-0.07-100-50"
"0.01","0.07","100","60","159.1","0.01-0.07-100-60"
"0.01","0.07","100","70","188.1","0.01-0.07-100-70"
"0.01","0.07","100","80","101.4","0.01-0.07-100-80"
"0.01","0.07","100","90","134.3","0.01-0.07-100-90"
"0.01","0.07","20","10","54.4","0.01-0.07-20-10"
"0.01","0.07","20","100","87.8","0.01-0.07-20-100"
"0.01","0.07","20","20","58.9","0.01-0.07-20-20"
"0.01","0.07","20","30","69.2","0.01-0.07-20-30"
"0.01","0.07","20","40","65.6","0.01-0.07-20-40"
"0.01","0.07","20","50","77.0","0.01-0.07-20-50"
"0.01","0.07","20","60","82.2","0.01-0.07-20-60"
"0.01","0.07","20","70","66.1","0.01-0.07-20-70"
"0.01","0.07","20","80","97.9","0.01-0.07-20-80"
"0.01","0.07","20","90","70.2","0.01-0.07-20-90"
"0.01","0.07","30","10","49.0","0.01-0.07-30-10"
"0.01","0.07","30","100","75.4","0.01-0.07-30-100"
"0.01","0.07","30","20","63.0","0.01-0.07-30-20"
"0.01","0.07","30","30","60.2","0.01-0.07-30-30"
"0.01","0.07","30","40","68.6","0.01-0.07-30-40"
"0.01","0.07","30","50","115.3","0.01-0.07-30-50"
"0.01","0.07","30","60","83.3","0.01-0.07-30-60"
"0.01","0.07","30","70","94.3","0.01-0.07-30-70"
"0.01","0.07","30","80","69.3","0.01-0.07-30-80"
"0.01","0.07","30","90","71.9","0.01-0.07-30-90"
"0.01","0.07","40","10","61.8","0.01-0.07-40-10"
"0.01","0.07","40","100","99.0","0.01-0.07-40-100"
"0.01","0.07","40","20","66.8","0.01-0.07-40-20"
"0.01","0.07","40","30","85.8","0.01-0.07-40-30"
"0.01","0.07","40","40","99.8","0.01-0.07-40-40"
"0.01","0.07","40","50","90.4","0.01-0.07-40-50"
"0.01","0.07","40","60","92.7","0.01-0.07-40-60"
"0.01","0.07","40","70","88.7","0.01-0.07-40-70"
"0.01","0.07","40","80","87.6","0.01-0.07-40-80"
"0.01","0.07","40","90","84.9","0.01-0.07-40-90"
"0.01","0.07","50","10","74.5","0.01-0.07-50-10"
"0.01","0.07","50","100","87.7","0.01-0.07-50-100"
"0.01","0.07","50","20","133.1","0.01-0.07-50-20"
"0.01","0.07","50","30","81.1","0.01-0.07-50-30"
"0.01","0.07","50","40","106.6","0.01-0.07-50-40"
"0.01","0.07","50","50","87.5","0.01-0.07-50-50"
"0.01","0.07","50","60","84.7","0.01-0.07-50-60"
"0.01","0.07","50","70","98.7","0.01-0.07-50-70"
"0.01","0.07","50","80","121.4","0.01-0.07-50-80"
"0.01","0.07","50","90","95.5","0.01-0.07-50-90"
"0.01","0.07","60","10","110.8","0.01-0.07-60-10"
"0.01","0.07","60","100","115.3","0.01-0.07-60-100"
"0.01","0.07","60","20","98.1","0.01-0.07-60-20"
"0.01","0.07","60","30","114.8","0.01-0.07-60-30"
"0.01","0.07","60","40","165.2","0.01-0.07-60-40"
"0.01","0.07","60","50","121.5","0.01-0.07-60-50"
"0.01","0.07","60","60","89.9","0.01-0.07-60-60"
"0.01","0.07","60","70","147.9","0.01-0.07-60-70"
"0.01","0.07","60","80","100.0","0.01-0.07-60-80"
"0.01","0.07","60","90","98.9","0.01-0.07-60-90"
"0.01","0.07","70","10","252.7","0.01-0.07-70-10"
"0.01","0.07","70","100","105.1","0.01-0.07-70-100"
"0.01","0.07","70","20","257.0","0.01-0.07-70-20"
"0.01","0.07","70","30","183.7","0.01-0.07-70-30"
"0.01","0.07","70","40","107.8","0.01-0.07-70-40"
"0.01","0.07","70","50","174.6","0.01-0.07-70-50"
"0.01","0.07","70","60","99.6","0.01-0.07-70-60"
"0.01","0.07","70","70","96.2","0.01-0.07-70-70"
"0.01","0.07","70","80","103.8","0.01-0.07-70-80"
"0.01","0.07","70","90","106.4","0.01-0.07-70-90"
"0.01","0.07","80","10","190.9","0.01-0.07-80-10"
"0.01","0.07","80","100","112.2","0.01-0.07-80-100"
"0.01","0.07","80","20","165.7","0.01-0.07-80-20"
"0.01","0.07","80","30","150.4","0.01-0.07-80-30"
"0.01","0.07","80","40","212.9","0.01-0.07-80-40"
"0.01","0.07","80","50","147.9","0.01-0.07-80-50"
"0.01","0.07","80","60","98.4","0.01-0.07-80-60"
"0.01","0.07","80","70","111.2","0.01-0.07-80-70"
"0.01","0.07","80","80","140.4","0.01-0.07-80-80"
"0.01","0.07","80","90","92.5","0.01-0.07-80-90"
"0.01","0.07","90","10","305.9","0.01-0.07-90-10"
"0.01","0.07","90","100","92.1","0.01-0.07-90-100"
"0.01","0.07","90","20","402.7","0.01-0.07-90-20"
"0.01","0.07","90","30","406.2","0.01-0.07-90-30"
"0.01","0.07","90","40","173.2","0.01-0.07-90-40"
"0.01","0.07","90","50","193.2","0.01-0.07-90-50"
"0.01","0.07","90","60","108.7","0.01-0.07-90-60"
"0.01","0.07","90","70","144.2","0.01-0.07-90-70"
"0.01","0.07","90","80","114.1","0.01-0.07-90-80"
"0.01","0.07","90","90","101.6","0.01-0.07-90-90"
"0.01","0.08","10","10","43.0","0.01-0.08-10-10"
"0.01","0.08","10","100","63.7","0.01-0.08-10-100"
"0.01","0.08","10","20","53.3","0.01-0.08-10-20"
"0.01","0.08","10","30","48.5","0.01-0.08-10-30"
"0.01","0.08","10","40","46.1","0.01-0.08-10-40"
"0.01","0.08","10","50","64.6","0.01-0.08-10-50"
"0.01","0.08","10","60","61.2","0.01-0.08-10-60"
"0.01","0.08","10","70","55.4","0.01-0.08-10-70"
"0.01","0.08","10","80","58.8","0.01-0.08-10-80"
"0.01","0.08","10","90","63.1","0.01-0.08-10-90"
"0.01","0.08","100","10","255.4","0.01-0.08-100-10"
"0.01","0.08","100","100","89.9","0.01-0.08-100-100"
"0.01","0.08","100","20","118.4","0.01-0.08-100-20"
"0.01","0.08","100","30","154.9","0.01-0.08-100-30"
"0.01","0.08","100","40","105.0","0.01-0.08-100-40"
"0.01","0.08","100","50","96.5","0.01-0.08-100-50"
"0.01","0.08","100","60","148.8","0.01-0.08-100-60"
"0.01","0.08","100","70","126.7","0.01-0.08-100-70"
"0.01","0.08","100","80","88.4","0.01-0.08-100-80"
"0.01","0.08","100","90","92.0","0.01-0.08-100-90"
"0.01","0.08","20","10","30.3","0.01-0.08-20-10"
"0.01","0.08","20","100","61.6","0.01-0.08-20-100"
"0.01","0.08","20","20","57.1","0.01-0.08-20-20"
"0.01","0.08","20","30","56.3","0.01-0.08-20-30"
"0.01","0.08","20","40","50.7","0.01-0.08-20-40"
"0.01","0.08","20","50","63.9","0.01-0.08-20-50"
"0.01","0.08","20","60","70.3","0.01-0.08-20-60"
"0.01","0.08","20","70","75.8","0.01-0.08-20-70"
"0.01","0.08","20","80","63.0","0.01-0.08-20-80"
"0.01","0.08","20","90","69.1","0.01-0.08-20-90"
"0.01","0.08","30","10","47.8","0.01-0.08-30-10"
"0.01","0.08","30","100","70.9","0.01-0.08-30-100"
"0.01","0.08","30","20","62.7","0.01-0.08-30-20"
"0.01","0.08","30","30","61.1","0.01-0.08-30-30"
"0.01","0.08","30","40","72.7","0.01-0.08-30-40"
"0.01","0.08","30","50","60.3","0.01-0.08-30-50"
"0.01","0.08","30","60","63.8","0.01-0.08-30-60"
"0.01","0.08","30","70","61.2","0.01-0.08-30-70"
"0.01","0.08","30","80","78.6","0.01-0.08-30-80"
"0.01","0.08","30","90","70.0","0.01-0.08-30-90"
"0.01","0.08","40","10","41.1","0.01-0.08-40-10"
"0.01","0.08","40","100","73.2","0.01-0.08-40-100"
"0.01","0.08","40","20","65.4","0.01-0.08-40-20"
"0.01","0.08","40","30","66.4","0.01-0.08-40-30"
"0.01","0.08","40","40","60.0","0.01-0.08-40-40"
"0.01","0.08","40","50","74.7","0.01-0.08-40-50"
"0.01","0.08","40","60","66.5","0.01-0.08-40-60"
"0.01","0.08","40","70","114.4","0.01-0.08-40-70"
"0.01","0.08","40","80","75.9","0.01-0.08-40-80"
"0.01","0.08","40","90","75.4","0.01-0.08-40-90"
"0.01","0.08","50","10","58.1","0.01-0.08-50-10"
"0.01","0.08","50","100","73.2","0.01-0.08-50-100"
"0.01","0.08","50","20","53.5","0.01-0.08-50-20"
"0.01","0.08","50","30","69.7","0.01-0.08-50-30"
"0.01","0.08","50","40","73.0","0.01-0.08-50-40"
"0.01","0.08","50","50","84.4","0.01-0.08-50-50"
"0.01","0.08","50","60","72.1","0.01-0.08-50-60"
"0.01","0.08","50","70","75.2","0.01-0.08-50-70"
"0.01","0.08","50","80","94.2","0.01-0.08-50-80"
"0.01","0.08","50","90","92.2","0.01-0.08-50-90"
"0.01","0.08","60","10","58.8","0.01-0.08-60-10"
"0.01","0.08","60","100","81.0","0.01-0.08-60-100"
"0.01","0.08","60","20","89.0","0.01-0.08-60-20"
"0.01","0.08","60","30","134.8","0.01-0.08-60-30"
"0.01","0.08","60","40","88.6","0.01-0.08-60-40"
"0.01","0.08","60","50","179.1","0.01-0.08-60-50"
"0.01","0.08","60","60","93.3","0.01-0.08-60-60"
"0.01","0.08","60","70","101.7","0.01-0.08-60-70"
"0.01","0.08","60","80","103.0","0.01-0.08-60-80"
"0.01","0.08","60","90","76.1","0.01-0.08-60-90"
"0.01","0.08","70","10","239.2","0.01-0.08-70-10"
"0.01","0.08","70","100","85.0","0.01-0.08-70-100"
"0.01","0.08","70","20","165.6","0.01-0.08-70-20"
"0.01","0.08","70","30","78.6","0.01-0.08-70-30"
"0.01","0.08","70","40","150.3","0.01-0.08-70-40"
"0.01","0.08","70","50","157.1","0.01-0.08-70-50"
"0.01","0.08","70","60","88.7","0.01-0.08-70-60"
"0.01","0.08","70","70","153.9","0.01-0.08-70-70"
"0.01","0.08","70","80","101.0","0.01-0.08-70-80"
"0.01","0.08","70","90","93.6","0.01-0.08-70-90"
"0.01","0.08","80","10","104.2","0.01-0.08-80-10"
"0.01","0.08","80","100","94.0","0.01-0.08-80-100"
"0.01","0.08","80","20","137.9","0.01-0.08-80-20"
"0.01","0.08","80","30","237.2","0.01-0.08-80-30"
"0.01","0.08","80","40","79.0","0.01-0.08-80-40"
"0.01","0.08","80","50","116.0","0.01-0.08-80-50"
"0.01","0.08","80","60","237.1","0.01-0.08-80-60"
"0.01","0.08","80","70","113.1","0.01-0.08-80-70"
"0.01","0.08","80","80","104.3","0.01-0.08-80-80"
"0.01","0.08","80","90","102.9","0.01-0.08-80-90"
"0.01","0.08","90","10","240.6","0.01-0.08-90-10"
"0.01","0.08","90","100","86.3","0.01-0.08-90-100"
"0.01","0.08","90","20","146.8","0.01-0.08-90-20"
"0.01","0.08","90","30","166.2","0.01-0.08-90-30"
"0.01","0.08","90","40","169.1","0.01-0.08-90-40"
"0.01","0.08","90","50","103.3","0.01-0.08-90-50"
"0.01","0.08","90","60","92.7","0.01-0.08-90-60"
"0.01","0.08","90","70","96.2","0.01-0.08-90-70"
"0.01","0.08","90","80","199.8","0.01-0.08-90-80"
"0.01","0.08","90","90","96.9","0.01-0.08-90-90"
"0.01","0.09","10","10","32.4","0.01-0.09-10-10"
"0.01","0.09","10","100","55.9","0.01-0.09-10-100"
"0.01","0.09","10","20","47.6","0.01-0.09-10-20"
"0.01","0.09","10","30","49.1","0.01-0.09-10-30"
"0.01","0.09","10","40","55.6","0.01-0.09-10-40"
"0.01","0.09","10","50","53.1","0.01-0.09-10-50"
"0.01","0.09","10","60","54.1","0.01-0.09-10-60"
"0.01","0.09","10","70","55.9","0.01-0.09-10-70"
"0.01","0.09","10","80","52.4","0.01-0.09-10-80"
"0.01","0.09","10","90","52.8","0.01-0.09-10-90"
"0.01","0.09","100","10","100.1","0.01-0.09-100-10"
"0.01","0.09","100","100","89.2","0.01-0.09-100-100"
"0.01","0.09","100","20","159.0","0.01-0.09-100-20"
"0.01","0.09","100","30","129.9","0.01-0.09-100-30"
"0.01","0.09","100","40","171.8","0.01-0.09-100-40"
"0.01","0.09","100","50","143.6","0.01-0.09-100-50"
"0.01","0.09","100","60","93.0","0.01-0.09-100-60"
"0.01","0.09","100","70","102.0","0.01-0.09-100-70"
"0.01","0.09","100","80","91.8","0.01-0.09-100-80"
"0.01","0.09","100","90","86.4","0.01-0.09-100-90"
"0.01","0.09","20","10","32.0","0.01-0.09-20-10"
"0.01","0.09","20","100","63.1","0.01-0.09-20-100"
"0.01","0.09","20","20","45.0","0.01-0.09-20-20"
"0.01","0.09","20","30","49.4","0.01-0.09-20-30"
"0.01","0.09","20","40","44.0","0.01-0.09-20-40"
"0.01","0.09","20","50","48.5","0.01-0.09-20-50"
"0.01","0.09","20","60","51.0","0.01-0.09-20-60"
"0.01","0.09","20","70","62.9","0.01-0.09-20-70"
"0.01","0.09","20","80","65.4","0.01-0.09-20-80"
"0.01","0.09","20","90","56.7","0.01-0.09-20-90"
"0.01","0.09","30","10","35.6","0.01-0.09-30-10"
"0.01","0.09","30","100","59.9","0.01-0.09-30-100"
"0.01","0.09","30","20","41.2","0.01-0.09-30-20"
"0.01","0.09","30","30","58.4","0.01-0.09-30-30"
"0.01","0.09","30","40","61.7","0.01-0.09-30-40"
"0.01","0.09","30","50","49.5","0.01-0.09-30-50"
"0.01","0.09","30","60","59.2","0.01-0.09-30-60"
"0.01","0.09","30","70","74.6","0.01-0.09-30-70"
"0.01","0.09","30","80","58.7","0.01-0.09-30-80"
"0.01","0.09","30","90","68.4","0.01-0.09-30-90"
"0.01","0.09","40","10","44.7","0.01-0.09-40-10"
"0.01","0.09","40","100","62.1","0.01-0.09-40-100"
"0.01","0.09","40","20","56.3","0.01-0.09-40-20"
"0.01","0.09","40","30","57.6","0.01-0.09-40-30"
"0.01","0.09","40","40","55.5","0.01-0.09-40-40"
"0.01","0.09","40","50","65.3","0.01-0.09-40-50"
"0.01","0.09","40","60","60.5","0.01-0.09-40-60"
"0.01","0.09","40","70","63.2","0.01-0.09-40-70"
"0.01","0.09","40","80","55.3","0.01-0.09-40-80"
"0.01","0.09","40","90","69.3","0.01-0.09-40-90"
"0.01","0.09","50","10","65.8","0.01-0.09-50-10"
"0.01","0.09","50","100","81.3","0.01-0.09-50-100"
"0.01","0.09","50","20","49.6","0.01-0.09-50-20"
"0.01","0.09","50","30","60.8","0.01-0.09-50-30"
"0.01","0.09","50","40","69.9","0.01-0.09-50-40"
"0.01","0.09","50","50","64.1","0.01-0.09-50-50"
"0.01","0.09","50","60","75.9","0.01-0.09-50-60"
"0.01","0.09","50","70","73.9","0.01-0.09-50-70"
"0.01","0.09","50","80","66.7","0.01-0.09-50-80"
"0.01","0.09","50","90","65.9","0.01-0.09-50-90"
"0.01","0.09","60","10","58.5","0.01-0.09-60-10"
"0.01","0.09","60","100","74.6","0.01-0.09-60-100"
"0.01","0.09","60","20","67.8","0.01-0.09-60-20"
"0.01","0.09","60","30","62.2","0.01-0.09-60-30"
"0.01","0.09","60","40","62.5","0.01-0.09-60-40"
"0.01","0.09","60","50","82.0","0.01-0.09-60-50"
"0.01","0.09","60","60","73.7","0.01-0.09-60-60"
"0.01","0.09","60","70","86.4","0.01-0.09-60-70"
"0.01","0.09","60","80","65.3","0.01-0.09-60-80"
"0.01","0.09","60","90","82.7","0.01-0.09-60-90"
"0.01","0.09","70","10","106.2","0.01-0.09-70-10"
"0.01","0.09","70","100","67.7","0.01-0.09-70-100"
"0.01","0.09","70","20","56.8","0.01-0.09-70-20"
"0.01","0.09","70","30","67.2","0.01-0.09-70-30"
"0.01","0.09","70","40","98.6","0.01-0.09-70-40"
"0.01","0.09","70","50","74.9","0.01-0.09-70-50"
"0.01","0.09","70","60","88.9","0.01-0.09-70-60"
"0.01","0.09","70","70","67.7","0.01-0.09-70-70"
"0.01","0.09","70","80","77.8","0.01-0.09-70-80"
"0.01","0.09","70","90","68.9","0.01-0.09-70-90"
"0.01","0.09","80","10","65.9","0.01-0.09-80-10"
"0.01","0.09","80","100","76.6","0.01-0.09-80-100"
"0.01","0.09","80","20","71.3","0.01-0.09-80-20"
"0.01","0.09","80","30","103.7","0.01-0.09-80-30"
"0.01","0.09","80","40","80.1","0.01-0.09-80-40"
"0.01","0.09","80","50","82.2","0.01-0.09-80-50"
"0.01","0.09","80","60","78.5","0.01-0.09-80-60"
"0.01","0.09","80","70","75.1","0.01-0.09-80-70"
"0.01","0.09","80","80","90.7","0.01-0.09-80-80"
"0.01","0.09","80","90","84.5","0.01-0.09-80-90"
"0.01","0.09","90","10","80.8","0.01-0.09-90-10"
"0.01","0.09","90","100","89.8","0.01-0.09-90-100"
"0.01","0.09","90","20","99.2","0.01-0.09-90-20"
"0.01","0.09","90","30","116.7","0.01-0.09-90-30"
"0.01","0.09","90","40","137.0","0.01-0.09-90-40"
"0.01","0.09","90","50","75.3","0.01-0.09-90-50"
"0.01","0.09","90","60","71.2","0.01-0.09-90-60"
"0.01","0.09","90","70","96.0","0.01-0.09-90-70"
